Column1,EPISODE_ID,EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,END_DATE_TIME,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
53630,163679,988370,SOUTH DAKOTA,2021,October,Tornado,10/9/21 16:12,,,Emergency Manager,,W,LANGFORD,2,LANGFORD,45.6,-97.88,45.6,-97.88,"During the afternoon hours, a line of storms along a boundary moved east-northeast across northeastern South Dakota. The storms produced locally heavy rainfall, straight-line winds of 60 to 75 mph, and three tornadoes. The tornadoes were only briefly on the ground and caused EF-0 damage. More tornado warnings were issued by NWS Aberdeen on this one day, 12, than any previous monthly total in August, September, or October since at least 1986 when record keeping began.",The tornado touched down very briefly.,CSV
53632,163679,988375,SOUTH DAKOTA,2021,October,Tornado,10/9/21 16:31,,,Fire Department/Rescue,,NW,ROSLYN,2,ROSLYN,45.52,-97.52,45.52,-97.52,"During the afternoon hours, a line of storms along a boundary moved east-northeast across northeastern South Dakota. The storms produced locally heavy rainfall, straight-line winds of 60 to 75 mph, and three tornadoes. The tornadoes were only briefly on the ground and caused EF-0 damage. More tornado warnings were issued by NWS Aberdeen on this one day, 12, than any previous monthly total in August, September, or October since at least 1986 when record keeping began.",The fire department reported a brief tornado touchdown.,CSV
53641,163689,988379,MINNESOTA,2021,October,Tornado,10/9/21 18:12,,,Public,,NW,COLLIS,2,DUMONT,45.68,-96.46,45.69,-96.45,"During the evening hours, a line of storms along a boundary moved across west central Minnesota, producing 70 mph winds, locally heavy rainfall, and two tornadoes. The tornadoes did minor damage to three farmsteads.","A tornado was on the groud for just shy of one mile causing minor damage to two farmsteads. The first farm had an uprooted tree, tree branches down and sheet metal tossed around the farmyard. The second farm, which was located about one half mile to the northeast, reported damage to roof and walls of a pole barn and large tree branches broken.",CSV
53642,163991,990022,MINNESOTA,2021,October,Tornado,10/13/21 15:24,,,NWS Storm Survey,,N,ROLSBERG,4,ROLSBERG,45.9346,-96.5524,45.9751,-96.5564,A line of October thunderstorms along a front produced rare tornadoes in west central Minnesota during the afternoon hours resulting in damage.,"The first evidence of damage by the tornado was found on the south side of a cornfield at the intersection of Traverse County Highway 9 and 740th St. The tornado tracked almost due north, damaging a farmstead south of the 750th St. A quarter of the roof of a metal pole barn was ripped from the steel rafters and tossed to the west-northwest, damaging a power line. Another pole barn was completely destroyed. The southwest side of the barn had poles lifted entirely out of the ground while the east side walls remained intact. Evidence of the tornado continued a mile north, where downed tree branches and tree debris were noted crossing 760th street. The last signs of the tornado damage were just south of 770th street, where a grain auger and hay trailer were flipped over. The total length was shy of three miles from beginning to end.",CSV
53643,163991,990023,MINNESOTA,2021,October,Tornado,10/13/21 15:24,,,NWS Storm Survey,,NE,DUMONT,9,DUMONT,45.8019,-96.293,45.8076,-96.2894,A line of October thunderstorms along a front produced rare tornadoes in west central Minnesota during the afternoon hours resulting in damage.,"An eyewitness observed a tornado touch down in a corn stubble field east of MN Highway 27 and 760th Ave. The tornado tracked north across MN Highway 27, damaging a farmstead. A tree was uprooted and fell toward the house, damaging the deck. Minor shingle damage occurred to both houses on the property. Several farm implements were slid or moved several feet from their original locations. A large machine shed lost a quarter of the roof. Debris from the roof was tossed to the north, northwest about 80 yards. Damage was also evident in a corn crop field north of the farm, ending roughly a half-mile-long path.",CSV
53666,162630,981953,OKLAHOMA,2021,October,Tornado,10/10/21 20:32,150.00K,0.00K,NWS Storm Survey,,SSW,MICAWBER,1,MICAWBER,35.579,-96.552,35.609,-96.523,"Severe thunderstorms developed across central Oklahoma during the afternoon of the 10th, along a cold front that was moving into the area. These storms moved eastward and across eastern Oklahoma during the evening. In response to a strong upper level disturbance translating into the Southern Plains, wind fields as well as wind shear strengthened considerably during the evening across eastern Oklahoma ahead of the approaching thunderstorms. The very strong wind shear combined with moderately strong instability that existed across the area, resulted in some supercell thunderstorms, as well as the eventual evolution of a squall line. One of the supercells produced a tornado, and the squall line produced several tornadoes as it moved through eastern Oklahoma. Large hail up to two inches in diameter, and damaging wind gusts also occurred from these thunderstorms.","This tornado snapped and uprooted trees, and damaged several outbuildings. Based on this damage, maximum estimated wind in the tornado was 100 to 110 mph.",CSV
53673,162819,983293,TEXAS,2021,October,Tornado,10/27/21 7:50,0.50K,0.00K,NWS Storm Survey,,ESE,OAK RIDGE NORTH,5,OAK RIDGE NORTH,30.12,-95.36,30.12,-95.36,"Showers and thunderstorms developed along and ahead of a strong cold front and produced funnel clouds, wind damage and a tornado.","A brief EF-0 tornado was observed near Grand Oaks High School in Spring. Based on video, it appeared to briefly touch down in a field. A flipped over soccer goal was the only evident damage for the very short lived weak tornado.",CSV
53697,163989,991488,MISSOURI,2021,October,Tornado,10/24/21 15:17,5.00K,0.00K,NWS Storm Survey,,S,SPRING HILL,2,SPRING HILL,39.8385,-93.6487,39.8392,-93.6461,"On the afternoon of October 24, 2021, several tornadoes formed across northern Missouri. These tornadoes produced some isolated damage, but mostly remained over open territory. The most impactful tornado formed near Chillicothe, and went on to produce EF-2 damage in Purdin, Missouri. There were no reported injuries from these tornadoes despite the visible heavy damage in certain locations.",On the storm survey of a larger tornado just downstream of this location a metal building was seen heavily damaged. It was determined to not be part of the path of the larger tornado downstream.,CSV
53698,164027,990291,NORTH DAKOTA,2021,October,Tornado,10/9/21 17:42,,,Trained Spotter,,SSW,STILES,6,STILES,45.98,-97.09,45.9803,-97.088,Severe thunderstorm activity produced damaging wind gusts and tornadoes on October 9th across portions of southeastern North Dakota.,A trained spotter submitted photos and a GIF of a brief tornado via social media. Winds estimated at 70 mph.,CSV
53711,161324,974185,MINNESOTA,2021,September,Tornado,9/17/21 1:35,2.00K,10.00K,NWS Storm Survey,,SW,HENDERSON,3,HENDERSON,44.4824,-93.952,44.496,-93.9259,"A line of thunderstorms that originally developed across South Dakota Thursday evening, September 16th, quickly moved eastward over southern Minnesota after midnight. A series of surges along this line caused localized severe wind gusts that produced numerous downed trees and power lines across southern Minnesota. One of the storms produced an EF0 tornado south of Henderson in far southeast Sibley County. ||As this line moved across the southern Metro of the Twin Cities, three tornadoes briefly spun-up leading to multiple power outages, plus major damage to Savage public works building and a large transformer for the city of Savage. In addition, the power outages caused local schools to close temporarily Friday morning. Another area of tornado damage occurred in Apple Valley and Burnsville. Most of this damage was due to trees falling on houses and vehicles.||A 64 mph wind gust was measured by the ASOS at Minneapolis-St. Paul International Airport. At MSP Airport, with the strong winds and possibly brakes not being applied and/or improper chocking, two Sun Country aircraft slid into each other and into jetways H3 and H4, causing fairly significant damage.||Outside the tornadic activity, several sources of private and public weather sensors measured wind speeds of 40 to 55 mph across a wide swath of southern Minnesota. These winds coupled with heavy rainfall, caused numerous downed small trees and large branches across a 25 to 50 mile wide area from Redwood Falls, to St James, then northeast to New Ulm, Shakopee, St. Paul, and into parts of west central Wisconsin.||In addition, near Mankato, MN around 0730 UTC, a 4-year old girl was killed when a tree branch fell on the tent where she and her family were camping. There were  approximately 80,000 people without power during the peak of the severity that moved through the metro area.",An EFO tornado tracked through a corn field and knocked down a few large branches in a grove of trees toward the end of the path. The path length was 1.6 miles with a width of 50 yards. Maximum wind speeds were 70 mph.,CSV
53824,163645,988222,MICHIGAN,2021,October,Tornado,10/14/21 17:14,40.00K,0.00K,Official NWS Observations,,ESE,FARGO,2,ATKINS,43.0921,-82.6055,43.0944,-82.5976,The second weak tornado of the month developed over St. Clair County.,"A brief weak tornado touched down in northeastern St. Clair County. There was damage to a carport, pine trees were snapped, a cornfield was flattened, and there was some roof and siding damage to one home. Max winds were estimated at 70 mph.",CSV
